,Title,Company,Location,Job Description,When Posted,Pay,City,State,Is_Hybrid_Remote
115,Senior Technical Data Analyst,System1,"Hybrid remote in Los Angeles, CA 90066",5+ years of experience in data analysis and visualization of large data sets.,Posted 30+ days ago·,,Hybrid remote in Los Angeles,CA,True
116,Business Data Engineer,Latham & Watkins LLP,"Los Angeles, CA 90013 ","This role will be responsible for developing, researching, and implementing data analysis projects including but not limited to data reporting, data…",Posted 30+ days ago·,,Los Angeles,CA,False
117,"Senior Business Intelligence Analyst $110,000 - $140,000 Annual (On-site)",Commerce Casino,"Commerce, CA 90040","⦁ Undergraduate education in data science or analytics, computer science, statistics, business, sciences, or equivalent relatable combination of work experience…",Posted 27 days ago·,,Commerce,CA,False
118,Data Engineer (W2),ProIT Inc.,"Culver City, CA",Working on building /optimizing logical data model and data pipelines while delivering high data quality solutions that are testable and adhere to SLAs.,Active 9 days ago·,,Culver City,CA,False
119,Chief Data & Artificial Intelligence Officer (CDAIO),UCLA,"Los Angeles, CA","Understanding of data governance, privacy, and security in AI applications.",Posted 13 days ago·,282300.0,Los Angeles,CA,False
120,AI Training for Physics,Outlier,3.7,"Help train AI models to become more accurate, relevant, and safe in Physics!",Today,104000.0,,,False
121,"Title V Data Research Analyst, Institutional Planning & Research Department",Mount Saint Mary's University,"Los Angeles, CA 90049 ","Bachelor's degree required in data science, data analysis or a related field; Master's degree preferred.",Posted 30+ days ago·,5666.67,Los Angeles,CA,False
122,"Machine Learning Engineer, TikTok Branding Ads",TikTok,"Los Angeles, CA","Relevant professional experience with machine learning, data mining, data analysis, distribution system.",Posted 30+ days ago·,237500.0,Los Angeles,CA,False
123,DATA & SYSTEMS ENGINEER,Iris.TV,"Los Angeles, CA","Experience in video, analytics, data connectivity, martech, adtech, and/or building APIs.",Posted 30+ days ago·,,Los Angeles,CA,False
124,"Marketing Science Lead, North America",Snapchat,"Los Angeles, CA 90291 ","Access, analyze, interpret, and communicate ads performance insights using a wide range of standard data science tooling.",Posted 30+ days ago·,194000.0,Los Angeles,CA,False
125,Senior Data Scientist - Personalization & Recommendations,Fox Corporation,"Los Angeles, CA","Our current advanced digital solutions, accessed by millions across web, mobile, and living room devices, signify just the start of our ambitious journey.",Posted 30+ days ago·,175000.0,Los Angeles,CA,False
126,Global Sr. Director of Growth,Acorns,"Los Angeles, CA","Experience working cross-functionally with analytics, data science, creative, and product to drive growth KPIs.",Posted 30+ days ago·,250000.0,Los Angeles,CA,False
127,"Director/ Sr. Director, Data Analytics",Shout! Factory,"Los Angeles, CA 90025 ","Bachelor’s degree in data science, mathematics, or field related coursework.",Posted 1 day ago·,130000.0,Los Angeles,CA,False
128,"Senior Business Intelligence Analyst $110,000 - $140,000 Annual (On-site)",Commerce Casino,"Commerce, CA 90040","⦁ Undergraduate education in data science or analytics, computer science, statistics, business, sciences, or equivalent relatable combination of work experience…",Active 2 days ago·,,Commerce,CA,False
129,Senior Data Scientist,CEDENT,"Burbank, CA","The Data Analytic Consultant provides support in making strategic data-related decisions by analyzing, manipulating, tracking, internally managing and reporting…",Posted 30+ days ago·,,Burbank,CA,False
130,Mid-Level Aircraft Environmental Control Systems Analysis Engineer,BOEING,"Long Beach, CA","Bachelor of Science degree from an accredited course of study in engineering, engineering technology (includes manufacturing engineering technology), chemistry,…",Posted 1 day ago·,,Long Beach,CA,False
131,"Senior Data Scientist, 5+ Years of Experience",Snapchat,"Los Angeles, CA 90291 ",5+ years of experience in quantitative analysis & data science or a related field.,Posted 30+ days ago·,235000.0,Los Angeles,CA,False
132,Postdoctoral Scientist - Smidt Heart Institute - Karlstaedt Lab,Springer Nature,"Los Angeles, CA 90048","Expertise in biological data science and data-driven discovery, scientific programming and omics data analysis, genetics will also be beneficial, as is…",Posted 1 day ago·,93600.0,Los Angeles,CA,False
133,"Data Architect, Junior",Booz Allen,"El Segundo, CA","Ability to research and develop strategies for data acquisition, data migration, and data recovery.",Posted 28 days ago·,102000.0,El Segundo,CA,False
134,Senior Data Scientist,Disney Direct to Consumer,"Santa Monica, CA",Experience fully integrating data science solutions into the business and operationalizing ML models.,Posted 30+ days ago·,182490.0,Santa Monica,CA,False
135,"Data Scientist, Product Analytics",Meta,"Los Angeles, CA 90066 ","Communication and influence: You won’t simply present data, but tell data-driven stories.",Posted 30+ days ago·,204000.0,Los Angeles,CA,False
136,"Lead Data Analyst/Senior Data Analyst, Tiktok Ads - USDS",TikTok,"Hybrid remote in Los Angeles, CA",Expert experience pulling large and complex data using SQL and writing data pipelines.,Posted 30+ days ago·,,Hybrid remote in Los Angeles,CA,True
137,Senior Staff Analyst - DHS Community Programs,Heluna Health,"Los Angeles, CA 90014",Works with the CalAIM data science team to ensures that processes and procedures used for all reporting and analyses are mapped and rigorously documented.,Posted 30+ days ago·,11903.1,Los Angeles,CA,False
138,"Manager, Statistical Programming",Arrowhead Pharmaceuticals,"Pasadena, CA",Collaborate with data management and their programming team to ensure appropriate data collection and reporting.,Posted 29 days ago·,165000.0,Pasadena,CA,False
139,Machine Learning Engineer,RAND Corporation,"Los Angeles, CA 90071 ","Research Software Engineers at RAND work in a multidisciplinary environment, closely collaborating with researchers and analysts from a variety of domains.",Posted 30+ days ago·,,Los Angeles,CA,False
140,Machine Learning Engineer,Voxelcloud,"Los Angeles, CA 90024",Provide insights to data collection and annotation and collaborate with the data team for in-house data management and labelling.,Posted 30+ days ago·,,Los Angeles,CA,False
141,Applications Programmer III - Radiological Sciences,UCLA Health,"Los Angeles, CA 90095","Bachelor’s degree in Computer Science, Electrical engineering or related field - required * Masters degree in Informatics or related filed - preferred * At…",Posted 14 days ago·,154900.0,Los Angeles,CA,False
142,Senior Machine Learning Engineer (Modeling) - Underwriting and Credit,Cash App,"Remote in Los Angeles, CA",You will experiment with various modeling techniques on our comprehensive customer data and see your solution through to production by partnering cross…,Posted 8 days ago·,,Remote in Los Angeles,CA,True
143,Sr. Business Data Analyst,Live Nation,"Beverly Hills, CA","Conduct data analysis to identify or reconcile data differences among different platforms, including multiple international data lakes and sources, each…",Posted 22 days ago·,,Beverly Hills,CA,False
144,"Senior Manager, Data Strategy",ServiceTitan,"Glendale, CA 91203 ",Ensure integration of data collection with data science requirements both for model development and real-time model execution.,Posted 30+ days ago·,,Glendale,CA,False
145,Senior Machine Learning Engineer,Freeform,"Los Angeles, CA","Master's or PhD in computer science, applied mathematics, machine learning, data science highly preferred.",Posted 17 days ago·,250000.0,Los Angeles,CA,False
146,"Product Manager, Generative AI",Snapchat,"Los Angeles, CA 90291 ","Ability to collaborate and build trust with engineers, designers, data science and other cross-functional teammates.",Posted 30 days ago·,257000.0,Los Angeles,CA,False
147,"Assistant Vice President, Expense Management & Analysis (Business Intelligence)","Oaktree Capital Management, L.P.","Los Angeles, CA","The ideal candidate will have demonstrated success in a project management or data visualization role, with a focus on financial data.",Posted 30+ days ago·,150000.0,Los Angeles,CA,False
148,"Quantum Research Scientist, AWS CQC Fabrication","Amazon Development Center U.S., Inc.","Pasadena, CA","We are looking for candidates with strong engineering principles, resourcefulness and data science experience.",Today·,124100.0,Pasadena,CA,False
149,Chief Technology Officer,Voxelcloud,"Los Angeles, CA 90024",Excellent understanding of machine learning and data science.,Posted 30+ days ago·,,Los Angeles,CA,False
150,Sr Data Governance Analyst,Disney Direct to Consumer,"Burbank, CA","On any given day at Disney Entertainment & ESPN Technology, we’re reimagining ways to create magical viewing experiences for the world’s most beloved stories…",Posted 14 days ago·,151100.0,Burbank,CA,False
151,"Senior Manager, Biostatistics / Data Reporting and Analytics, KPSC R&E Behavioral & Health Services Research",Kaiser Permanente,"Pasadena, CA","(Position is largely remote but will require California residence) Job Summary: In addition to the responsibilities listed below, this position is also…",Posted 30+ days ago·,,Pasadena,CA,False
152,Data Analytics Manager,"Millennium Space Systems, A Boeing Company","El Segundo, CA 90245","Company Overview Millennium Space Systems, A Boeing Company delivers affordable, high-performance space systems for exacting customers. At Millennium, you…",Posted 30+ days ago·,223750.0,El Segundo,CA,False
153,"Sr. Analyst, HRIS & HR Analytics",Valley Presbyterian,"Van Nuys, CA 91405",Employment Status: Full Time (72-80 Hours Per Pay Period) Job Category: Administrative & Professional Salary Range (DOE): $54.67 - $68.75 per hour JOB SUMMARY…,Posted 22 days ago·,143000.0,Van Nuys,CA,False
154,Scheduling Pathways and Technology Director (Fixed Hybrid),UCLA Health,"Los Angeles, CA 90095","Description UCLA Health runs and operates over 200 outpatient clinics located in Southern California with over 3,000,000 outpatient encounters annually.…",Posted 30+ days ago·,250600.0,Los Angeles,CA,False
155,"Executive Director, Data Solutions Business Partnerships","Sony Pictures Entertainment, Inc.","Culver City, CA","Sony Pictures Entertainment (SPE) is looking for an analytical, data-savvy, and collaborative thought leader to join our Datasolutions Business Partnerships…",Posted 30+ days ago·,,Culver City,CA,False
156,Weights & Mass Property Engineer (Mid-level or Senior),BOEING,"Hybrid remote in Long Beach, CA","At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a…",Posted 7 days ago·,,Hybrid remote in Long Beach,CA,True
157,"Manager, Data Engineering (Pricing)",EVgo,"Los Angeles, CA 90064",About EVgo EVgo (Nasdaq: EVGO) is one of the nation’s largest public fast charging networks for electric vehicles. Our mission is to expedite the mass…,Posted 7 days ago·,,Los Angeles,CA,False
158,"Manager, Ads FS&A - Revenue & Yield Analytics (UCAN)",Netflix,"Los Angeles, CA","Los Angeles, California Finance New York, Los Angeles, Los Gatos Finance, Strategy & Analysis It's an exciting time to join Netflix as we continue to…",Posted 21 days ago·,,Los Angeles,CA,False
159,AI Strategy Lead,Proper Hospitality,"Los Angeles, CA",Proper Hospitality is a leading provider of luxury lifestyle hotels known for delivering exceptional guest experiences. We are committed to innovation and…,Today·,250000.0,Los Angeles,CA,False
160,Lead Data Analyst,Childrens Institute Inc,"Los Angeles, CA 90026","SUMMARY The Lead Data Analyst is the subject matter expert in all Tableau modules, including Desktop, Bridge and Cloud. Manages users, groups, permission and…",Posted 27 days ago·,,Los Angeles,CA,False
161,Adjunct Lecturer/Co-Instructor of Communication – Methodological Fundamentals of Big Data in Communication,USC,"Los Angeles, CA 90089 ","The Master of Communication Management (MCG) program at the Annenberg School for Communication and Journalism, University of Southern California seeks a…",Posted 7 days ago·,,Los Angeles,CA,False
162,Senior Project Engineer,BOEING,"Long Beach, CA","At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a…",Posted 13 days ago·,165600.0,Long Beach,CA,False
163,"Associate Director, Analytics","Horizon Media, Inc.","Los Angeles, CA","Job Description Job Summary Horizon Media runs the premier marketing analytics practice in the United States combining great technology, methods and talent…",Posted 30+ days ago·,145000.0,Los Angeles,CA,False
164,Programmer/Analyst - Artificial Intelligence in Medicine (AIM),CEDARS-SINAI,"Los Angeles, CA",Job Description Everyone’s unique health journey is informed by data. Join us as we translate today's discoveries into tomorrow's medicine! When the work…,Posted 30+ days ago·,,Los Angeles,CA,False
165,AI Training for Physics,Outlier,3.7,"Help train AI models to become more accurate, relevant, and safe in Physics! Earnings: Hourly rate: up to $50 per hour USD, depending on your level of…",Today,104000.0,,,False
166,"Executive Director, Analytics - CW Network - Burbank, CA",Nexstar Broadcasting,"Burbank, CA","The CW is both a top broadcast TV network in the U.S. and a fast-growing, ad-supported streaming service. With a network that reaches 100% of U.S. television…",Posted 30+ days ago·,175000.0,Burbank,CA,False
167,Programmer/Analyst - Smidt Heart Institute,CEDARS-SINAI,"Los Angeles, CA",Job Description Grow your career at Cedars-Sinai! The Smidt Heart Institute reflects Cedars-Sinai's steadfast dedication to heart disease and research…,Posted 30+ days ago·,,Los Angeles,CA,False
168,"Data Scientist, Product Analytics",TikTok,"Hybrid remote in Los Angeles, CA",Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. U.S. Data Security (“USDS”…,Posted 30+ days ago·,228000.0,Hybrid remote in Los Angeles,CA,True
169,"Director, AI Strategy",Herbalife,"Remote in Torrance, CA 90502","Overview: THE ROLE: As the Director of AI Strategy, you will lead our AI and analytics initiatives, driving the development and implementation of data-driven…",Posted 30+ days ago·,,Remote in Torrance,CA,True
170,"Staff Machine Learning Engineer, 8+ Years of Experience",Snapchat,"Los Angeles, CA 90291 ",Snap Inc is a technology company. We believe the camera presents the greatest opportunity to improve the way people live and communicate. Snap contributes to…,Posted 30+ days ago·,283000.0,Los Angeles,CA,False
171,Scientific Research Associate - Jonsson Cancer Center,UCLA Health,"Los Angeles, CA 90095",Description UCLA's Jonssson ComprehensiveCancer Center is a multidisciplinary matrix organization at UCLA and anintegral member of a network of 69…,Posted 30+ days ago·,120931.2,Los Angeles,CA,False
172,Data Engineer III,System1,"Hybrid remote in Los Angeles, CA 90066",System1 is one of the largest customer acquisition companies in the world whose growth depends heavily on a very talented data engineering team. The Data…,Posted 30+ days ago·,,Hybrid remote in Los Angeles,CA,True
173,Senior Statistician - Ophthalmology,UCLA Health,"Los Angeles, CA 90095","Description Under the direction of the Department of Ophthalmology Chair and Director of Stein Eye Institute, this position is for a full-time database…",Posted 30+ days ago·,,Los Angeles,CA,False
174,Applied Scientist,"Amazon Development Center U.S., Inc. - B02","Pasadena, CA","- PhD, or Master's degree and 4+ years of CS, CE, ML or related field experience - Experience in patents or publications at top-tier peer-reviewed conferences…",Posted 14 days ago·,136000.0,Pasadena,CA,False
175,Marketing Science Partner - Amazon,Meta,"Los Angeles, CA 90066 ","Facebook is seeking exceptional candidates to join the Marketing Science team. In this role, you will be leading measurement strategy for one of the most…",Posted 27 days ago·,221000.0,Los Angeles,CA,False
176,"Vice President, Analytics",Lionsgate,"Santa Monica, CA 90404","Department: Strategy & Innovation Location: Santa Monica, CA, US, 90404 Summary of Position Lionsgate is a leading entertainment company, dedicated to…",Posted 30+ days ago·,185000.0,Santa Monica,CA,False
177,Senior Accountant,Resident,"Remote in Los Angeles, CA","CRAFT MEETS COMFORT. At Resident, we believe your living space shouldn't just look good, it should feel good. That's why we've created a house of brands that…",Posted 30+ days ago·,,Remote in Los Angeles,CA,True
178,"Manager, Enterprise Reporting & Analytics",UCLA,"Los Angeles, CA","Enterprise Data & Analytics leads campus-wide enterprise data and analytics including data governance, architecture, data and application integration,…",Posted 13 days ago·,158620.0,Los Angeles,CA,False
179,"Sr. Data Analyst, Brand Marketing",Golden Hippo,"Hybrid remote in Los Angeles, CA","Where A-Players Thrive. We’re an employee-owned, vertically-integrated builder of some of America’s most popular health & wellness brands. With over 1,200…",Posted 30+ days ago·,116800.0,Hybrid remote in Los Angeles,CA,True
180,Oncology Key Account Manager,Inizio Engage,3.5,"Inizio Engage has a long-standing partnership with a leading Biotechnology company, across Commercial, Patient Solutions and Medical Affairs businesses. We…",Still hiring,,,,False
181,Responsible AI Risk Assessment and Measurement (Lead/Senior Manager) - X Delivery,Boston Consulting Group,4.2,Who We Are Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest…,Posted 1 day ag,,,,False
182,Senior Data Engineer - Remote (US Based),UpRecruit,"Remote in Los Angeles, CA","Job Details: • Title: Sr. Data Engineer • Salary: $160K - $180K • Requirements: airflow, dbt, Snowflake, AWS, Python, SQL • Location: 100% Remote Our client,…",Active 2 days ago·,180000.0,Remote in Los Angeles,CA,True
183,"Software Engineer, Starlink Customer Success",SpaceX,"Hawthorne, CA",SpaceX was founded under the belief that a future where humanity is out exploring the stars is fundamentally more exciting than one where we are not. Today…,Posted 30+ days ago·,145000.0,Hawthorne,CA,False
184,"Patents | Patent Agent (Biophysics, Bioinformatics, AI Machine Learning)",Norton Rose Fulbright,"Los Angeles, CA 90071 ",Practice Group / Department: Patents Job Description We are a global law firm with a powerful strategic focus and real momentum. Our industry-focused…,Posted 2 days ago·,,Los Angeles,CA,False
185,Senior Data Scientist - LLM,Spotter,"Culver City, CA","Overview: Spotter, named one of TIME100's Most Influential Companies this year, empowers top YouTube creators to accelerate their business and unleash their…",Posted 30+ days ago·,,Culver City,CA,False
186,"Senior Analytics Engineer, ASE",Apple,"Culver City, CA","Summary Posted: Feb 16, 2024 Weekly Hours: 40 Role Number:200535761 Would you like to drive the future of Apple’s products, applications, and platform…",Posted 4 days ago·,284900.0,Culver City,CA,False
187,Principal Machine Learning Engineer,Disney Direct to Consumer,"Santa Monica, CA","On any given day at Disney Entertainment & ESPN Technology, we’re reimagining ways to create magical viewing experiences for the world’s most beloved stories…",Posted 1 day ago·,266800.0,Santa Monica,CA,False
188,Sales Director,Pixability,"Los Angeles, CA",Sales Director West Coast - (LA) Pixability is the leading AI-driven technology company that empowers the world's largest brands and their agencies to…,Today·,,Los Angeles,CA,False
189,"Software Engineers (Experienced, Senior) Virtual",BOEING,"Long Beach, CA","At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a…",Posted 2 days ago·,177100.0,Long Beach,CA,False
190,"Tech Lead Machine Learning Engineer, TikTok Branding Ads",TikTok,"Los Angeles, CA",Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices…,Posted 30+ days ago·,389500.0,Los Angeles,CA,False
191,Automotive Marketing Analyst,Lumenance,"Torrance, CA",Job Information Work Experience 2-5 years Industry Marketing City Torrance State/Province California Zip/Postal Code 90501 Job Description Support Honda’s…,Posted 30+ days ago·,,Torrance,CA,False
192,"Senior Data Engineer, Blockchain",Circle,"Remote in Los Angeles, CA","Circle is a financial technology company at the epicenter of the emerging internet of money, where value can finally travel like other digital data — globally…",Posted 4 days ago·,195000.0,Remote in Los Angeles,CA,True
193,Director of Partnerships,STRV,"Los Angeles, CA 90291",This role is for hands-on leaders who have plenty to teach and an eagerness to close. That means leading a small team while getting your hands dirty with the…,Posted 30+ days ago·,,Los Angeles,CA,False
194,DATA SCIENTIST SUPERVISOR,Los Angeles County Department of Human Resources,"Los Angeles County, CA",TYPE OF RECRUITMENT OPEN COMPETITIVE EXAM NUMBER Y1765A APPLICATION FILING PERIOD 10/23/2023 AT 8:00 A.M. (PT) This examination will remain open until…,Posted 30+ days ago·,,Los Angeles County,CA,False
195,"Senior Manager, Data Science - Advertising Measurement - Walmart Connect",Walmart,"Los Angeles, CA 90066 ",Partner with cross-functional team to streamline data science solutions.,Posted 27 days ago·,264000.0,Los Angeles,CA,False
196,Senior ML Engineer,Kindo,"Venice, CA","Empathy, open-mindedness, and constructive feedback: Respect diverse working styles, encourage data-informed decisions, and build understanding and trust…",Posted 30+ days ago·,,Venice,CA,False
197,"Senior Data Scientist, Blockchain",Circle,"Remote in Los Angeles, CA","5+ years of experience in data analysis or data science, with 2+ years focusing on blockchain data.",Posted 17 days ago·,195000.0,Remote in Los Angeles,CA,True
198,"(Open Rank) Assistant, Associate, Full Professor of Industrial and Systems Engineering",USC,"Los Angeles, CA",Candidates at the senior ranks must have demonstrated research excellence and sustained commitment to the discipline and are expected to have a vibrant research…,Posted 30+ days ago·,,Los Angeles,CA,False
199,"Manager, Machine Learning",Numerade,"Remote in Los Angeles, CA",Experience with data warehouses and data lakes.,Posted 30+ days ago·,,Remote in Los Angeles,CA,True
200,Consultant Artificial Intelligence / Machine Learning Engineer (AI/ML),Specular Theory,"Venice, CA",Help leverage our in-house technology and ensure our system can also communicate and utilize existing AI/ML systems.,Posted 30+ days ago·,,Venice,CA,False
201,"Staff Machine Learning Engineer, Public Company",Recruiting From Scratch,"Torrance, CA","Collect, analyze, and synthesize findings from data and build intelligent data-driven model.",Posted 25 days ago·,220000.0,Torrance,CA,False
202,"Staff Data Scientist, Advanced Analytics and Engineering",Match Group,"Hybrid remote in West Hollywood, CA","The ideal candidate will have the right mix of hard and soft skills that allows them to technically mentor data scientists, while also effectively communicating…",Posted 30+ days ago·,220000.0,Hybrid remote in West Hollywood,CA,True
203,Senior Process Engineer (Advanced R&D),Freeform,"Los Angeles, CA",Experience with machine learning or data science.,Posted 17 days ago·,200000.0,Los Angeles,CA,False
204,Research & Litigation Services Attorney – Artificial Intelligence,Latham & Watkins LLP,"Los Angeles, CA 90013 ",The Research & Litigation Services Attorney – Artificial Intelligence (AI Attorney) is an integral part of Latham’s Litigation Services team.,Posted 1 day ago·,180000.0,Los Angeles,CA,False
205,Senior Product Manager,Sidecar Health,"Remote in Los Angeles, CA","Bachelor's or master's degree in computer science, data science, information systems, business administration, or a related field.",Posted 30+ days ago·,,Remote in Los Angeles,CA,True
206,"Sr. Specialist, Advanced Analytics",DIRECTV,"Remote in El Segundo, CA","3 - 5 years of related experience in data science, advanced analytics, and machine learning.",Posted 8 days ago·,,Remote in El Segundo,CA,True
207,"Sr Product Manager I, Data Solutions & Instrumentation (ESPN Fantasy)",Disney Entertainment & ESPN Technology,"Santa Monica, CA","Advanced degree in computer science, information systems, software, or data science.",Posted 30+ days ago·,182490.0,Santa Monica,CA,False
208,Senior Data Architect,USC,"Los Angeles, CA","8 years in information technology, big data, data science, analytics platforms and/or higher education.",Posted 30+ days ago·,170000.0,Los Angeles,CA,False
209,Analytics and Visualization Data Scientist,Booz Allen,"El Segundo, CA","2+ years of experience with data exploration, data cleaning, data analysis, data visualization, or data mining.",Posted 14 days ago·,166000.0,El Segundo,CA,False
210,Sr. Bioinformatician - Jonsson Cancer Center,UCLA Health,"Los Angeles, CA 90095",Four years’ biological and data science experience.,Posted 30+ days ago·,,Los Angeles,CA,False
211,Charge Capture Coordinator - Clinical Revenue Integrity,Keck Medical Center of USC,"Alhambra, CA",Req Must have excellent data entry and quality outcome skills.,Posted 14 days ago·,94016.0,Alhambra,CA,False
212,Data Cloud Solutions Consultant,Zeta Global,"El Segundo, CA",Comprehensive understanding of data-driven marketing and analytics.,Posted 2 days ago·,100000.0,El Segundo,CA,False
213,Senior Electrical Design Engineer,BOEING,"Hybrid remote in Long Beach, CA","Collect, organize, synthesize, and analyze data; summarize findings; develop conclusions and recommendations from appropriate data sources.",Posted 2 days ago·,173650.0,Hybrid remote in Long Beach,CA,True
214,Claims Research/ Data Analyst Sr (EDI/Edifecs),Molina Healthcare,"Long Beach, CA 90802",Validates data received on claims to identify billing issues that will impact claims processing and payment.,Posted 30+ days ago·,129589.63,Long Beach,CA,False
215,"Director, Inventory & Yield Management",GoodRx,"Santa Monica, CA 90401 ",4+ years experience in quantitative or data analysis/data science.,Posted 30+ days ago·,279000.0,Santa Monica,CA,False
216,"Director, Analytics - Creator (Customer) Insights",Spotter,"Los Angeles, CA",Ability to troubleshoot data-related issues.,Posted 17 days ago·,500000.0,Los Angeles,CA,False
217,"Data Scientist 2, Marketing Optimization Analytics",Nordstrom Inc,"Los Angeles, CA",“LOVE” the engineering and architecture portion of data science work gain satisfaction in deploying useful data products that make business impact.,Posted 3 days ago·,187500.0,Los Angeles,CA,False
218,Programmer/Analyst (Research Software Engineer) - Slomka Lab - Artificial Intelligence in Medicine (AIM) Program,CEDARS-SINAI,"Los Angeles, CA","Develops software methods for deep learning analysis and segmentation of image data, and data reconstruction.",Posted 30+ days ago·,137300.0,Los Angeles,CA,False
219,Lead Hardware Reliability Engineer (Starlink Product),SpaceX,"Hawthorne, CA","Professional experience in analytics, data science, or machine learning.",Posted 24 days ago·,175000.0,Hawthorne,CA,False
220,Principal AM Process Development Engineer,Divergent 3D,"Torrance, CA",7)Assure proper formulation and design of experiments and thorough documentation of technical data generated for the assigned projects and / or tasks consistent…,Posted 30+ days ago·,210000.0,Torrance,CA,False
221,Master of Applied Statistics and Data Science Lecturer - Spring 2024,UCLA,"Los Angeles, CA","Ideal candidates will have a Ph.D. in Statistics (or a related field) or relevant industry experience, a demonstrated excellence in teaching, knowledge of and…",Posted 21 days ago·,109516.0,Los Angeles,CA,False
222,"Scientific Data Analyst, Sr. / Heart Institute Research",Children's Hospital Los Angeles,"Los Angeles, CA",To establish and support a data server and facilitate web-based user access to data.,Posted 30+ days ago·,,Los Angeles,CA,False
223,Data/GIS Analyst - Advanced Analytics Specialist,Hazen and Sawyer,"Los Angeles, CA 90017","Proficiency in database development, data analytics, and data models.",Posted 30+ days ago·,85000.0,Los Angeles,CA,False
224,Chief AI Officer,Proper Hospitality,"Los Angeles, CA","Oversee the build-out of AI infrastructure and data pipelines, leveraging guest data, property management systems (PMS), and other hospitality-specific data…",Today·,250000.0,Los Angeles,CA,False
